BOROUGH,SITE_NUMBER,AD,ED
4,Q0249,36,46
5,10181,62,86
5,10008,62,83
2,X0024,85,64
4,11112,37,80
2,X0133,80,77
4,11632,35,6
4,11597,38,46
1,11690,65,18
2,10817,79,62
3,B0136,54,86
1,11683,76,65
1,M0248,70,99
2,11689,81,44
1,10927,70,107
3,B0093,53,83
2,X0080,87,102
3,11188,52,117
4,Q0248,27,33
3,11629,56,27
3,11633,55,10
2,X0178,84,52
1,11641,70,110
4,Q0248,27,32
5,10417,64,60
2,11682,79,70
4,Q0048,40,59
1,M0111,74,101
1,11474,71,96
4,Q0005,33,79
1,M0192,75,110
1,10438,69,111
1,M0129,76,46
3,B0027,53,86
3,B0238,52,110
2,X0020,78,68
1,M0012,65,95
1,00012,67,83
2,11466,87,56
1,10405,70,108
1,M0265,66,101
2,X0189,79,21
1,10148,68,106
4,Q0178,31,85
3,B0133,44,91
3,B0237,50,96
1,11634,73,104
1,M0144,67,45
3,B0365,43,32
4,Q0124,36,82
4,10731,34,66
2,11574,82,44
3,11644,55,78
3,B0272,54,82
3,B0255,41,97
3,11537,55,107
4,Q0266,24,85
3,11190,53,88
3,B0348,64,99
3,B0177,43,62
4,11110,29,6
3,B0142,50,101
2,X0032,80,34
4,11688,32,80
2,00030,82,33
2,X0035,77,13
2,11689,81,46
3,11107,58,45
4,Q0304,38,70
4,Q0233,28,83
4,Q0124,36,80
2,X0112,79,64
3,B0375,47,22
1,00001,76,96
1,M0231,67,14
3,B0216,52,112
1,11683,76,69
1,M0224,76,90
4,10343,30,82
1,M0026,69,94
3,10967,55,90
4,Q0085,26,83
1,11518,70,49
1,M0132,70,53
1,11481,75,80
4,Q0234,28,88
5,S0058,61,66
3,B0265,57,103
1,11263,71,26
1,M0152,67,48
4,Q0303,35,15
1,10547,66,23
4,Q0303,35,25
1,11587,75,27
1,10926,70,65
2,X0095,80,45
2,11456,83,88
1,M0107,67,106
1,10297,65,52
2,X0095,80,49
2,X0095,80,46
1,M0091,71,28
2,X0095,80,51
1,M0289,69,113
3,10580,50,66
3,B0337,43,84
3,11734,47,14
3,11735,46,80
1,M0032,68,23
3,B0262,51,34
3,B0256,51,17
4,10734,23,55
4,Q0149,40,50
3,10674,47,38
4,11767,35,18
4,Q0198,30,46
4,Q0149,40,18
2,X0150,84,56
3,11735,46,13
1,11743,74,61
1,M0262,74,45
4,11767,35,17
3,B0256,49,32
2,X0150,84,41
3,10580,50,48
3,B0396,52,119
3,B0071,41,22
3,B0262,49,66
3,B0071,41,28
3,11734,47,13
4,00063,23,79
3,B0317,42,30
3,B0071,41,27
4,Q0149,40,60
4,10134,34,19
3,B0317,42,28
3,11566,57,98
1,11743,74,62
3,B0086,47,9
4,10135,40,55
4,00063,23,77
3,10967,55,97
3,11175,47,73
3,B0262,51,6
3,10580,50,65
4,11742,23,53
3,B0333,54,33
4,10590,32,42
4,00063,23,78
1,M0032,68,38
4,11742,23,54
1,M0178,74,76
1,11743,74,53
3,B0071,41,43
2,X0017,80,88
1,M0032,68,24
2,X0150,84,55
1,M0178,74,72
3,B0336,60,24
3,10580,50,71
3,B0349,47,16
4,Q0303,35,16
3,B0262,49,2
3,10580,50,105
4,00063,23,76
1,11482,70,70
1,M0313,74,93
3,11734,47,8
3,B0131,42,55
3,10674,47,61
1,M0032,68,29
3,10580,50,68
3,11752,54,41
4,Q0225,28,55
2,X0098,78,56
4,Q0228,27,41
4,10134,34,12
3,B0317,42,27
3,B0387,42,25
1,M0178,74,73
3,B0302,60,23
3,B0317,42,29
1,11481,75,69
1,M0313,74,94
1,11743,74,71
2,X0098,78,55
3,10580,50,63
3,B0076,41,3
1,M0032,68,22
4,Q0009,35,28
3,B0317,42,31
4,Q0275,24,65
3,10674,47,60
4,Q0050,32,18
3,B0340,54,25
4,Q0258,23,86
1,M0128,74,98
3,10580,50,61
3,11735,46,14
3,11752,54,43
2,X0150,84,40
1,M0178,74,74
3,B0262,49,12
3,11735,46,15
4,10135,40,54
3,10580,50,64
1,10726,75,59
3,B0071,41,21
3,10580,50,70
3,B0384,46,77
3,11734,47,15
4,10134,34,20
2,X0150,84,54
4,10134,34,21
3,B0071,41,23
3,11734,47,7
3,10674,47,62
1,M0178,74,75
